date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:37:14	2472/2472	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/dialog/warning_36.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/dialog/warning_36.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:14	3205/3205	---M--	200	added ('OK')	image/png	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/collapsePane/radial.png	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/collapsePane/radial.png	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:14	3211/3211	---M--	200	added ('OK')	image/png	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/collapsePane/radial_rtl.png	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/collapsePane/radial_rtl.png	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:14	938/938	---M--	200	added ('OK')	image/png	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/collapsePane/shadow.png	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/collapsePane/shadow.png	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:14	2814/2814	---M--	200	added ('OK')	image/png	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/collapsePane/shadow_rtl.png	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/collapsePane/shadow_rtl.png	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:15	1306/1306	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/imageCheckbox/unchecked.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/imageCheckbox/unchecked.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:15	1460/1460	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/imageCheckbox/checked.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/imageCheckbox/checked.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:15	1306/1306	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/imageCheckbox/checked_disabled.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/imageCheckbox/checked_disabled.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:15	1195/1195	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/imageCheckbox/unchecked_disabled.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/imageCheckbox/unchecked_disabled.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:16	1459/1459	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/imageCheckbox/checked_hover.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/imageCheckbox/checked_hover.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:16	1457/1457	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/imageCheckbox/unchecked_hover.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/imageCheckbox/unchecked_hover.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:16	4557/4557	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/progressBar/a.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/progressBar/a.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:16	1096/1096	---M--	200	added ('OK')	image/png	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/dialog/x.png	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/dialog/x.png	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:17	120/120	---M--	200	added ('OK')	image/png	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/LP/grid/unread.png	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/LP/grid/unread.png	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
00:37:17	2872/2872	---M--	200	added ('OK')	image/gif	etag:%2204147b6eacad71:0%22	https://mycourses.siu.edu/d2l/img/lp/mobile/loading.gif	C:/Users/mikez/OneDrive/Desktop/Fakesite1/mycourses.siu.edu/d2l/img/lp/mobile/loading.gif	(from https://mycourses.siu.edu/d2l/common/css/D2L.LP.Web.Desktop.css?v=20.21.10.32902)
